0.121000,0.083000,1.000000,0.686000,0.122099,0.083754,0.600000,0.216800,0.517500,0.206000,0.000000,0.000000,0.000000
0.118667,0.083000,1.000000,0.699400,0.119865,0.083838,0.692300,0.238400,0.513900,0.164800,0.000000,0.000000,0.000000
0.122000,0.085333,1.000000,0.699500,0.123191,0.086166,0.449000,0.186300,0.551900,0.167800,0.000000,0.000000,0.000000
0.124000,0.085667,1.000000,0.690900,0.124916,0.086300,0.605300,0.208100,0.529400,0.175800,0.000000,0.000000,0.000000
0.121667,0.089333,1.000000,0.734200,0.122772,0.090145,0.666700,0.213400,0.551600,0.192400,0.000000,0.000000,0.000000
0.126000,0.088333,1.000000,0.701100,0.126761,0.088867,0.587000,0.196800,0.544600,0.214900,0.000000,0.000000,0.000000
0.122000,0.082333,1.000000,0.674900,0.123357,0.083249,0.617600,0.205900,0.517200,0.199100,0.000000,0.000000,0.000000
0.115667,0.084667,1.000000,0.732000,0.117032,0.085666,0.520000,0.229100,0.544200,0.183100,0.000000,0.000000,0.000000
0.120000,0.085000,1.000000,0.708300,0.120846,0.085599,0.659100,0.239100,0.519500,0.183000,0.000000,0.000000,0.000000
0.123000,0.087667,1.000000,0.712700,0.123742,0.088196,0.471700,0.200000,0.553500,0.183500,0.000000,0.000000,0.000000
0.116333,0.086000,1.000000,0.739300,0.117232,0.086664,0.592600,0.249400,0.531800,0.159800,0.000000,0.000000,0.000000
0.125333,0.085667,1.000000,0.683500,0.126217,0.086271,0.522700,0.190400,0.536700,0.199800,0.000000,0.000000,0.000000
0.122667,0.085333,1.000000,0.695700,0.123614,0.085993,0.652200,0.218400,0.519500,0.267100,0.000000,0.000000,0.000000
0.122333,0.088333,1.000000,0.722100,0.123361,0.089076,0.596500,0.205300,0.551300,0.133800,0.000000,0.000000,0.000000
0.118000,0.086000,1.000000,0.728800,0.119312,0.086957,0.500000,0.211500,0.557700,0.191800,0.000000,0.000000,0.000000
0.119000,0.083333,1.000000,0.700300,0.119960,0.084005,0.386400,0.214800,0.538100,0.184200,0.000000,0.000000,0.000000
0.117667,0.082333,1.000000,0.699700,0.118576,0.082969,0.511100,0.243100,0.513800,0.189900,0.000000,0.000000,0.000000
0.126667,0.087667,1.000000,0.692100,0.127774,0.088433,0.621600,0.183100,0.549200,0.198800,0.000000,0.000000,0.000000
0.129333,0.087667,1.000000,0.677800,0.130552,0.088493,0.571400,0.153100,0.554500,0.204200,0.000000,0.000000,0.000000
0.125333,0.091667,1.000000,0.731400,0.126302,0.092375,0.695700,0.200500,0.559900,0.195900,0.000000,0.000000,0.000000
0.127667,0.087667,1.000000,0.686700,0.128783,0.088433,0.711500,0.182000,0.534300,0.182000,0.000000,0.000000,0.000000
0.125333,0.086333,1.000000,0.688800,0.126472,0.087117,0.627500,0.188700,0.535400,0.201600,0.000000,0.000000,0.000000
0.124000,0.086667,1.000000,0.698900,0.125126,0.087454,0.561000,0.194000,0.547300,0.190500,0.000000,0.000000,0.000000
0.121333,0.081667,1.000000,0.673100,0.121984,0.082105,0.526300,0.228700,0.504500,0.178600,0.000000,0.000000,0.000000
0.124667,0.087333,1.000000,0.700500,0.125293,0.087772,0.574500,0.207800,0.536500,0.197700,0.000000,0.000000,0.000000
0.123000,0.086667,1.000000,0.704600,0.124242,0.087542,0.611100,0.202300,0.547100,0.167300,0.000000,0.000000,0.000000
0.122000,0.089333,1.000000,0.732200,0.122778,0.089903,0.545500,0.218900,0.548400,0.208900,0.000000,0.000000,0.000000
0.131667,0.089333,1.000000,0.678500,0.132461,0.089873,0.581800,0.149900,0.552700,0.146500,0.000000,0.000000,0.000000
0.120000,0.084667,1.000000,0.705600,0.120724,0.085178,0.548400,0.223800,0.523800,0.178600,0.000000,0.000000,0.000000
0.119000,0.085667,1.000000,0.719900,0.120121,0.086474,0.522700,0.221400,0.545500,0.162900,0.000000,0.000000,0.000000
0.123333,0.087333,1.000000,0.708100,0.124078,0.087860,0.568200,0.212300,0.541100,0.248800,0.000000,0.000000,0.000000
0.121000,0.084333,1.000000,0.697000,0.121608,0.084757,0.611100,0.233300,0.508100,0.185300,0.000000,0.000000,0.000000
0.125000,0.088333,1.000000,0.706700,0.126050,0.089076,0.711100,0.203700,0.539400,0.192300,0.000000,0.000000,0.000000
0.126333,0.088000,1.000000,0.696600,0.127267,0.088650,0.750000,0.204500,0.531800,0.199800,0.000000,0.000000,0.000000
0.123000,0.091667,1.000000,0.745300,0.124284,0.092624,0.672400,0.197100,0.574200,0.171200,0.000000,0.000000,0.000000
0.122333,0.086000,1.000000,0.703000,0.123154,0.086577,0.547200,0.210300,0.535000,0.190100,0.000000,0.000000,0.000000
0.125667,0.086667,1.000000,0.689700,0.126340,0.087131,0.634600,0.208700,0.520600,0.198600,0.000000,0.000000,0.000000
0.122333,0.087333,1.000000,0.713900,0.123527,0.088186,0.615400,0.202400,0.547600,0.144400,0.000000,0.000000,0.000000
0.125000,0.092000,1.000000,0.736000,0.125797,0.092586,0.741900,0.213800,0.546300,0.200700,0.000000,0.000000,0.000000
0.126667,0.091667,1.000000,0.723700,0.127817,0.092499,0.659600,0.182700,0.571400,0.177600,0.000000,0.000000,0.000000
0.124333,0.088667,1.000000,0.713100,0.125294,0.089352,0.739100,0.215300,0.537000,0.201800,0.000000,0.000000,0.000000
0.123667,0.089333,1.000000,0.722400,0.124874,0.090205,0.580000,0.193400,0.563700,0.189600,0.000000,0.000000,0.000000
0.130000,0.085333,1.000000,0.656400,0.131181,0.086108,0.724100,0.168900,0.529300,0.206700,0.000000,0.000000,0.000000
0.124667,0.087667,1.000000,0.703200,0.125419,0.088196,0.807700,0.233900,0.506900,0.176000,0.000000,0.000000,0.000000
0.127000,0.088000,1.000000,0.692900,0.128067,0.088739,0.500000,0.167800,0.559400,0.171200,0.000000,0.000000,0.000000
0.122000,0.083333,1.000000,0.683100,0.122736,0.083836,0.457100,0.217000,0.523500,0.159200,0.000000,0.000000,0.000000
0.124000,0.086667,1.000000,0.698900,0.124916,0.087307,0.547600,0.199100,0.542300,0.185800,0.000000,0.000000,0.000000
0.120333,0.084667,1.000000,0.703600,0.121263,0.085321,0.555600,0.224000,0.528900,0.187600,0.000000,0.000000,0.000000
0.124333,0.088667,1.000000,0.713100,0.125000,0.089142,0.679200,0.218100,0.533600,0.214400,0.000000,0.000000,0.000000
0.120667,0.086000,1.000000,0.712700,0.122050,0.086986,0.581400,0.203300,0.550800,0.158000,0.000000,0.000000,0.000000
0.121333,0.088000,1.000000,0.725300,0.122394,0.088769,0.517900,0.198100,0.560900,0.144200,0.000000,0.000000,0.000000
0.111000,0.080333,1.000000,0.723700,0.112121,0.081145,0.446800,0.267600,0.516400,0.168600,0.000000,0.000000,0.000000
0.122333,0.085333,1.000000,0.697500,0.123320,0.086022,0.622200,0.213800,0.524100,0.216500,0.000000,0.000000,0.000000
0.122667,0.085667,1.000000,0.698400,0.123947,0.086561,0.568600,0.190900,0.544200,0.179100,0.000000,0.000000,0.000000
0.120000,0.087000,1.000000,0.725000,0.121049,0.087761,0.607800,0.223000,0.539900,0.234200,0.000000,0.000000,0.000000
0.115333,0.083667,1.000000,0.725400,0.116107,0.084228,0.532300,0.250600,0.520300,0.181200,0.000000,0.000000,0.000000
0.122333,0.087333,1.000000,0.713900,0.123361,0.088067,0.476200,0.187100,0.556400,0.200500,0.000000,0.000000,0.000000
